manual_transcript,source,path
我想看贝瓦儿歌的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0653.wav
合肥市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0654.wav
我想点播高迪的《Barcelona》,music,/home/v2129375/dataset/tts_audio/audio_0655.wav
宜宾市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0656.wav
我想点播电视剧《一生一世》。,video,/home/v2129375/dataset/tts_audio/audio_0657.wav
我想点播胡夏的《我不怕黑夜》,music,/home/v2129375/dataset/tts_audio/audio_0658.wav
我想听张国荣的《悲情城市》,music,/home/v2129375/dataset/tts_audio/audio_0659.wav
台北市的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0660.wav
我想点播电视剧后窗,video,/home/v2129375/dataset/tts_audio/audio_0661.wav
我想点播苏思蓉的音乐,music,/home/v2129375/dataset/tts_audio/audio_0662.wav
上海市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0663.wav
我想点播马旭东的音乐,music,/home/v2129375/dataset/tts_audio/audio_0664.wav
我想点播妮妮猫儿歌上学的音乐视频,video,/home/v2129375/dataset/tts_audio/audio_0665.wav
永州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0666.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0667.wav
西宁市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0668.wav
我想看上海滩的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0669.wav
临汾市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0670.wav
宿迁市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0671.wav
齐齐哈尔天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0672.wav
我想看电视剧《一个人的武林》。,video,/home/v2129375/dataset/tts_audio/audio_0673.wav
兴义市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0674.wav
我想点播李恩雅的音乐,music,/home/v2129375/dataset/tts_audio/audio_0675.wav
我想点播流浪地球,video,/home/v2129375/dataset/tts_audio/audio_0676.wav
朔州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0677.wav
楚雄自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0678.wav
我想看点播视频《溜溜夜校生》。,video,/home/v2129375/dataset/tts_audio/audio_0679.wav
清远天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0680.wav
我想点播林芯仪的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0681.wav
怒江傈僳族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0682.wav
广元的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0683.wav
我想点播杜鹤的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0684.wav
我想点播电视剧苏菲亚小公主,video,/home/v2129375/dataset/tts_audio/audio_0685.wav
聊城今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0686.wav
我想点播赵鹏的音乐,music,/home/v2129375/dataset/tts_audio/audio_0687.wav
我想点播电视剧绝地生机,video,/home/v2129375/dataset/tts_audio/audio_0688.wav
我想点播电视剧未来背后,video,/home/v2129375/dataset/tts_audio/audio_0689.wav
忻州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0690.wav
淮安的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0691.wav
我想看电视剧心跳,video,/home/v2129375/dataset/tts_audio/audio_0692.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0693.wav
我想点播吴奇隆的音乐,music,/home/v2129375/dataset/tts_audio/audio_0694.wav
巴中市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0695.wav
泸州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0696.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0697.wav
我想点播刘柏言的音乐,music,/home/v2129375/dataset/tts_audio/audio_0698.wav
乌海市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0699.wav
鹤岗的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0700.wav
我想听东森幼幼主持人的音乐,music,/home/v2129375/dataset/tts_audio/audio_0701.wav
我想点播猪猪侠的音乐,music,/home/v2129375/dataset/tts_audio/audio_0702.wav
我想看狄仁杰的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0703.wav
我想看电视剧数鸭歌,video,/home/v2129375/dataset/tts_audio/audio_0704.wav
我想点播阿兰的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0705.wav
我想点播陈磊的音乐,music,/home/v2129375/dataset/tts_audio/audio_0706.wav
哈尔滨的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0707.wav
达州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0708.wav
我想点播电视剧真假公主,video,/home/v2129375/dataset/tts_audio/audio_0709.wav
我想点播张杰的歌曲,music,/home/v2129375/dataset/tts_audio/audio_0710.wav
我想看长城的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0711.wav
厦门今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0712.wav
我想点播高安云菲菲的音乐,music,/home/v2129375/dataset/tts_audio/audio_0713.wav
我想点播周震南的音乐,music,/home/v2129375/dataset/tts_audio/audio_0714.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0715.wav
呼伦贝尔的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0716.wav
我想点播电视剧少年湃,video,/home/v2129375/dataset/tts_audio/audio_0717.wav
我想点播电视剧亮剑,video,/home/v2129375/dataset/tts_audio/audio_0718.wav
我想点播温岚的音乐。,music,/home/v2129375/dataset/tts_audio/audio_0719.wav
我想听赵雷的《雷》,music,/home/v2129375/dataset/tts_audio/audio_0720.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0721.wav
我想点播黄子龙的音乐,music,/home/v2129375/dataset/tts_audio/audio_0722.wav
我想看小龙人。,video,/home/v2129375/dataset/tts_audio/audio_0723.wav
泰安的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0724.wav
我想看点播视频汪汪队,video,/home/v2129375/dataset/tts_audio/audio_0725.wav
我想点播范晓萱的《我爱你》,music,/home/v2129375/dataset/tts_audio/audio_0726.wav
我想点播林道华的音乐,music,/home/v2129375/dataset/tts_audio/audio_0727.wav
广州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0728.wav
我想点播晓花的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0729.wav
石家庄的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0730.wav
安庆今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0731.wav
盐城的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0732.wav
我想点播蔡依林的歌曲,music,/home/v2129375/dataset/tts_audio/audio_0733.wav
我想点播金智贤的音乐,music,/home/v2129375/dataset/tts_audio/audio_0734.wav
滁州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0735.wav
湘西州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0736.wav
那曲地区的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0737.wav
我想点播牛奶咖啡梁晓雪的音乐,music,/home/v2129375/dataset/tts_audio/audio_0738.wav
我想看电视剧那年花开月正圆,video,/home/v2129375/dataset/tts_audio/audio_0739.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0740.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0741.wav
肇庆的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0742.wav
我想点播电视剧《地牢少女》。,video,/home/v2129375/dataset/tts_audio/audio_0743.wav
我想看费城故事的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0744.wav
钦州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0745.wav
我想看海尔兄弟的电影,video,/home/v2129375/dataset/tts_audio/audio_0746.wav
天津今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0747.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0748.wav
我想看《捉妖记》,video,/home/v2129375/dataset/tts_audio/audio_0749.wav
镇江市今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0750.wav
我想点播刘迪的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0751.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0752.wav
漯河市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0753.wav
襄阳今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0754.wav
我想点播郑展伦的音乐,music,/home/v2129375/dataset/tts_audio/audio_0755.wav
我想点播电视剧《红日》。,video,/home/v2129375/dataset/tts_audio/audio_0756.wav
无锡的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0757.wav
北京今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0758.wav
五家渠市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0759.wav
泸州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0760.wav
我想听徐仁国的音乐,music,/home/v2129375/dataset/tts_audio/audio_0761.wav
我想点播雷军的音乐,music,/home/v2129375/dataset/tts_audio/audio_0762.wav
我想看电视剧杀无赦,video,/home/v2129375/dataset/tts_audio/audio_0763.wav
我想看电视剧热雪,video,/home/v2129375/dataset/tts_audio/audio_0764.wav
凉山州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0765.wav
新北市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0766.wav
我想看《沙家浜》电视剧,video,/home/v2129375/dataset/tts_audio/audio_0767.wav
我想看电视剧钱塘老娘舅,video,/home/v2129375/dataset/tts_audio/audio_0768.wav
襄阳市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0769.wav
我想听陈慧娴的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0770.wav
我想点播蔡健雅的音乐,music,/home/v2129375/dataset/tts_audio/audio_0771.wav
台南市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0772.wav
我想点播刘果林的音乐,music,/home/v2129375/dataset/tts_audio/audio_0773.wav
六盘水的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0774.wav
我想点播小蓓蕾的音乐,music,/home/v2129375/dataset/tts_audio/audio_0775.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0776.wav
金昌市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0777.wav
阿坝州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0778.wav
鹤壁市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0779.wav
岳阳市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0780.wav
渭源的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0781.wav
九江的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0782.wav
我想看电视剧窈窕淑女,video,/home/v2129375/dataset/tts_audio/audio_0783.wav
我想点播饶海林的音乐,music,/home/v2129375/dataset/tts_audio/audio_0784.wav
我想点播五月天的《心之所向》,music,/home/v2129375/dataset/tts_audio/audio_0785.wav
我想看电视剧无言无语,video,/home/v2129375/dataset/tts_audio/audio_0786.wav
我想点播电视剧大秦帝国,video,/home/v2129375/dataset/tts_audio/audio_0787.wav
上海今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0788.wav
嘉兴市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0789.wav
果洛藏族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0790.wav
甘孜自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0791.wav
我想点播电视剧《小白兔白又白》。,video,/home/v2129375/dataset/tts_audio/audio_0792.wav
我想点播崔健的《崔健》,music,/home/v2129375/dataset/tts_audio/audio_0793.wav
福州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0794.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0795.wav
我想点播电视剧《马耳他之鹰》。,video,/home/v2129375/dataset/tts_audio/audio_0796.wav
我想看哥斯拉的电影,video,/home/v2129375/dataset/tts_audio/audio_0797.wav
我想看蓝精灵的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0798.wav
我想点播仓持明日香的音乐,music,/home/v2129375/dataset/tts_audio/audio_0799.wav
我想点播晏雨冰的音乐,music,/home/v2129375/dataset/tts_audio/audio_0800.wav
我想看电影男儿当自强,video,/home/v2129375/dataset/tts_audio/audio_0801.wav
邯郸市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0802.wav
我想看电视剧妈妈向前冲冲冲,video,/home/v2129375/dataset/tts_audio/audio_0803.wav
临夏回族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0804.wav
黔南州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0805.wav
我想看电影《无人之境》。,video,/home/v2129375/dataset/tts_audio/audio_0806.wav
我想点播电视剧《春日对对碰》。,video,/home/v2129375/dataset/tts_audio/audio_0807.wav
遵义市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0808.wav
嘉峪关的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0809.wav
贵阳的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0810.wav
常州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0811.wav
我想点播鹿晗的音乐,music,/home/v2129375/dataset/tts_audio/audio_0812.wav
宜昌市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0813.wav
我想点播和田薫的音乐,music,/home/v2129375/dataset/tts_audio/audio_0814.wav
我想看电视剧数鸭子,video,/home/v2129375/dataset/tts_audio/audio_0815.wav
我想点播林妙可的音乐,music,/home/v2129375/dataset/tts_audio/audio_0816.wav
我想点播任妙音的音乐,music,/home/v2129375/dataset/tts_audio/audio_0817.wav
海西自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0818.wav
我想点播唐古的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0819.wav
兰州的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0820.wav
芜湖的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0821.wav
我想看点播视频《野花》。,video,/home/v2129375/dataset/tts_audio/audio_0822.wav
信阳市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0823.wav
我想点播《战狼2》。,video,/home/v2129375/dataset/tts_audio/audio_0824.wav
澳门的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0825.wav
我想点播《星球大战》,video,/home/v2129375/dataset/tts_audio/audio_0826.wav
我想看高能医少的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0827.wav
我想点播苏挽颜墨雪的音乐,music,/home/v2129375/dataset/tts_audio/audio_0828.wav
我想点播小马过河。,video,/home/v2129375/dataset/tts_audio/audio_0829.wav
我想点播方大同的《我爱你》,music,/home/v2129375/dataset/tts_audio/audio_0830.wav
绵阳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0831.wav
我想看电视剧臭屁虫,video,/home/v2129375/dataset/tts_audio/audio_0832.wav
遂宁的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0833.wav
我想看电视剧兽医杜立德,video,/home/v2129375/dataset/tts_audio/audio_0834.wav
我想看电影《飞翔的牧师》。,video,/home/v2129375/dataset/tts_audio/audio_0835.wav
我想看第三类接触的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0836.wav
我想点播电视剧《发条橙》。,video,/home/v2129375/dataset/tts_audio/audio_0837.wav
我想点播鹏泊的音乐,music,/home/v2129375/dataset/tts_audio/audio_0838.wav
崇左的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0839.wav
我想点播苏打绿的音乐,music,/home/v2129375/dataset/tts_audio/audio_0840.wav
我想点播胡静的《我爱你》,music,/home/v2129375/dataset/tts_audio/audio_0841.wav
我想点播陈粒的《无忧无虑》,music,/home/v2129375/dataset/tts_audio/audio_0842.wav
安康市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0843.wav
三明的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0844.wav
我想点播小五的《小五》,music,/home/v2129375/dataset/tts_audio/audio_0845.wav
抚州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0846.wav
黔西南布依族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0847.wav
我想看点播视频《猪的报复》。,video,/home/v2129375/dataset/tts_audio/audio_0848.wav
定西市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0849.wav
深圳的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0850.wav
我想看爵士歌手的音乐视频,video,/home/v2129375/dataset/tts_audio/audio_0851.wav
我想点播电视剧情海生死恋,video,/home/v2129375/dataset/tts_audio/audio_0852.wav
我想点播莫扎特的交响曲,video,/home/v2129375/dataset/tts_audio/audio_0853.wav
宜宾的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0854.wav
晋城的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0855.wav
阳泉市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0856.wav
我想看电视剧不可击败,video,/home/v2129375/dataset/tts_audio/audio_0857.wav
我想点播珍纳的《你是我的》,music,/home/v2129375/dataset/tts_audio/audio_0858.wav
我想点播苏童童的音乐,music,/home/v2129375/dataset/tts_audio/audio_0859.wav
汉中今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0860.wav
我想点播电视剧唐人街探案,video,/home/v2129375/dataset/tts_audio/audio_0861.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0862.wav
我想点播电视剧《爷爷为我打月饼》。,video,/home/v2129375/dataset/tts_audio/audio_0863.wav
华盛顿的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0864.wav
太原的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0865.wav
我想听梁静茹的《故城》,music,/home/v2129375/dataset/tts_audio/audio_0866.wav
伊犁哈萨克自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0867.wav
我想点播电视剧读书郎,video,/home/v2129375/dataset/tts_audio/audio_0868.wav
我想点播韩红的《月光》,music,/home/v2129375/dataset/tts_audio/audio_0869.wav
我想点播电视剧《巧虎来了》。,video,/home/v2129375/dataset/tts_audio/audio_0870.wav
我想看电视剧《格纳尔》。,video,/home/v2129375/dataset/tts_audio/audio_0871.wav
我想看老虎的电影,video,/home/v2129375/dataset/tts_audio/audio_0872.wav
绍兴市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0873.wav
通化的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0874.wav
鄂州的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0875.wav
普洱的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0876.wav
我想点播粉红猪小妹,video,/home/v2129375/dataset/tts_audio/audio_0877.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0878.wav
我想点播梁晨的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0879.wav
我想看点播视频《赌徒砍杀队》。,video,/home/v2129375/dataset/tts_audio/audio_0880.wav
临沂的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0881.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0882.wav
黔东南苗族侗族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0883.wav
我想看我的前半生的剧集,video,/home/v2129375/dataset/tts_audio/audio_0884.wav
我想点播王杰的囚鸟,music,/home/v2129375/dataset/tts_audio/audio_0885.wav
兰州市的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0886.wav
成都的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0887.wav
绥化市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0888.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0889.wav
黑河市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0890.wav
我想看电视剧刷牙,video,/home/v2129375/dataset/tts_audio/audio_0891.wav
泉州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0892.wav
朔州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0893.wav
我想点播李冈的音乐,music,/home/v2129375/dataset/tts_audio/audio_0894.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0895.wav
汕尾市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0896.wav
淮北的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0897.wav
我想看拆弹专家的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0898.wav
我想点播黄品源的音乐,music,/home/v2129375/dataset/tts_audio/audio_0899.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0900.wav
宜宾市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0901.wav
我想点播王俊凯的音乐,music,/home/v2129375/dataset/tts_audio/audio_0902.wav
我想点播王霞的音乐,music,/home/v2129375/dataset/tts_audio/audio_0903.wav
我想点播张微的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0904.wav
淮南的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0905.wav
黔东南苗族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0906.wav
青岛市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0907.wav
我想点播电视剧逍遥骑士,video,/home/v2129375/dataset/tts_audio/audio_0908.wav
张家口市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0909.wav
我想点播恐龙世界的剧集,video,/home/v2129375/dataset/tts_audio/audio_0910.wav
黔南自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0911.wav
我想看邮件的点播视频,video,/home/v2129375/dataset/tts_audio/audio_0912.wav
我想点播小跳蛙,video,/home/v2129375/dataset/tts_audio/audio_0913.wav
四平的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0914.wav
我想点播《童趣大冒险》,video,/home/v2129375/dataset/tts_audio/audio_0915.wav
巴黎今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0916.wav
高雄天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0917.wav
长沙今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0918.wav
文山苗族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0919.wav
青岛市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0920.wav
南阳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0921.wav
拉萨市的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0922.wav
我想看电视剧热情似火,video,/home/v2129375/dataset/tts_audio/audio_0923.wav
中卫的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0924.wav
安康的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0925.wav
绥化的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0926.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0927.wav
我想点播《幻影忍者》,video,/home/v2129375/dataset/tts_audio/audio_0928.wav
我想点播电视剧只有妈妈好,video,/home/v2129375/dataset/tts_audio/audio_0929.wav
我想点播电视剧痴汉男,video,/home/v2129375/dataset/tts_audio/audio_0930.wav
我想点播四千金的音乐,music,/home/v2129375/dataset/tts_audio/audio_0931.wav
孝感的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0932.wav
我想看芭比的电影,video,/home/v2129375/dataset/tts_audio/audio_0933.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0934.wav
我想点播傅滢滢的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0935.wav
香格里拉市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0936.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0937.wav
贺州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0938.wav
来宾市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0939.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0940.wav
我想点播电视剧何以笙箫默,video,/home/v2129375/dataset/tts_audio/audio_0941.wav
我想点播舒伯特的音乐,music,/home/v2129375/dataset/tts_audio/audio_0942.wav
我想点播贾斯汀比伯的《Love Yourself》,music,/home/v2129375/dataset/tts_audio/audio_0943.wav
南宁的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0944.wav
太原市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0945.wav
福州市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0946.wav
我想点播《金刚》,video,/home/v2129375/dataset/tts_audio/audio_0947.wav
乌兰察布的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0948.wav
张家界的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0949.wav
我想点播王蓉的音乐,music,/home/v2129375/dataset/tts_audio/audio_0950.wav
我想点播电视剧零冲击生活,video,/home/v2129375/dataset/tts_audio/audio_0951.wav
我想点播祝锵博的音乐,music,/home/v2129375/dataset/tts_audio/audio_0952.wav
我想点播张忆亚的音乐,music,/home/v2129375/dataset/tts_audio/audio_0953.wav
我想点播亲子游戏,video,/home/v2129375/dataset/tts_audio/audio_0954.wav
宁德的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0955.wav
深圳的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0956.wav
我想看电视剧《爱情保卫战》。,video,/home/v2129375/dataset/tts_audio/audio_0957.wav
张家界的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0958.wav
汕头今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0959.wav
泰安的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0960.wav
新竹市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0961.wav
我想点播张怀秋的音乐,music,/home/v2129375/dataset/tts_audio/audio_0962.wav
我想看电视剧天生无才,video,/home/v2129375/dataset/tts_audio/audio_0963.wav
龙岩的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0964.wav
保山的天气如何？,city,/home/v2129375/dataset/tts_audio/audio_0965.wav
丹东市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0966.wav
纽约的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0967.wav
我想点播阿力的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0968.wav
黔南布依族苗族自治州的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0969.wav
胡志明市的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0970.wav
我想看电视剧无穷的欲望,video,/home/v2129375/dataset/tts_audio/audio_0971.wav
我想点播祁隆的《无言的爱》,music,/home/v2129375/dataset/tts_audio/audio_0972.wav
我想点播幻小梦,music,/home/v2129375/dataset/tts_audio/audio_0973.wav
我想点播腾格尔的音乐,music,/home/v2129375/dataset/tts_audio/audio_0974.wav
济南今天的天气怎么样？,city,/home/v2129375/dataset/tts_audio/audio_0975.wav
我想点播罗子舒的《茉莉花》,music,/home/v2129375/dataset/tts_audio/audio_0976.wav
我想点播庄心妍的音乐,music,/home/v2129375/dataset/tts_audio/audio_0977.wav
我想点播裘斯的《The Chain》,music,/home/v2129375/dataset/tts_audio/audio_0978.wav
