manual_transcript,path,source
渭南市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0573.wav,city
我想看电视剧《我爱你》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0574.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0575.wav,city
黔西南苗族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0576.wav,city
我想看阳光普照的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0577.wav,video
巴音郭楞自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0578.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0579.wav,city
我想点播托马斯火车。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0580.wav,video
我想点播莫露露的《月光》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0581.wav,music
龙岩的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0582.wav,city
清远天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0583.wav,city
我想点播波尔加德堡的剧集,/home/v2129375/dataset/tts_audio_diff_ref/audio_0584.wav,video
我想听莫文蔚的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0585.wav,music
我想看哈利波特的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0586.wav,video
德宏州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0587.wav,city
泰安市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0588.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0589.wav,city
我想点播电视剧《天亮叫我》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0590.wav,video
湛江市的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0591.wav,city
我想看电视剧大头儿子小头爸爸,/home/v2129375/dataset/tts_audio_diff_ref/audio_0592.wav,video
我想点播乐高未来骑士团,/home/v2129375/dataset/tts_audio_diff_ref/audio_0593.wav,video
西安的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0594.wav,city
包头的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0595.wav,city
我想点播电视剧《公民凯恩》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0596.wav,video
我想点播电视剧《夜市人生》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0597.wav,video
我想看宝贝儿的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0598.wav,video
我想点播杨秀惠的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0599.wav,music
我想看《证据搜查线》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0600.wav,video
大兴安岭地区的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0601.wav,city
我想看点播视频过往的力量,/home/v2129375/dataset/tts_audio_diff_ref/audio_0602.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0603.wav,city
我想点播宝石岭的电视剧,/home/v2129375/dataset/tts_audio_diff_ref/audio_0604.wav,video
防城港市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0605.wav,city
襄阳今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0606.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0607.wav,city
宁德市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0608.wav,city
大连市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0609.wav,city
我想点播电视剧《我们荡起双桨》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0610.wav,video
我想点播电视剧《祖脉天水》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0611.wav,video
上海市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0612.wav,city
我想看电视剧世上只有妈妈好,/home/v2129375/dataset/tts_audio_diff_ref/audio_0613.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0614.wav,city
阿勒泰地区的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0615.wav,city
我想看妖怪名单的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0616.wav,video
我想看《淘金记》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0617.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0618.wav,city
我想看电视台风云的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0619.wav,video
我想点播小野贤章的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0620.wav,music
黔东南侗族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0621.wav,city
我想点播加勒比海盗五。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0622.wav,video
福州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0623.wav,city
我想看《忠犬大营救》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0624.wav,video
我想看城市猎人。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0625.wav,video
昆明市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0626.wav,city
海南天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0627.wav,city
我想点播熊妹妹的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0628.wav,music
我想点播舞曲大帝国的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0629.wav,music
我想看百家讲坛的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0630.wav,video
我想看点播视频《正午》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0631.wav,video
江门的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0632.wav,city
大理白族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0633.wav,city
喀什地区的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0634.wav,city
湘西的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0635.wav,city
邯郸的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0636.wav,city
我想看迷你特工队的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0637.wav,video
曲靖的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0638.wav,city
恩施州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0639.wav,city
我想看电视剧甜蜜的力量,/home/v2129375/dataset/tts_audio_diff_ref/audio_0640.wav,video
我想点播千曲千寻的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0641.wav,music
我想点播逃跑计划的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0642.wav,music
我想看电视剧巴塔木,/home/v2129375/dataset/tts_audio_diff_ref/audio_0643.wav,video
我想点播谢霆锋的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0644.wav,music
我想看地道战的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0645.wav,video
襄樊的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0646.wav,city
宜昌的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0647.wav,city
我想点播斗地主的电视剧,/home/v2129375/dataset/tts_audio_diff_ref/audio_0648.wav,video
我想点播毛不易,/home/v2129375/dataset/tts_audio_diff_ref/audio_0649.wav,music
我想看老农民的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0650.wav,video
开封市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0651.wav,city
我想看电视剧灵魂摆渡,/home/v2129375/dataset/tts_audio_diff_ref/audio_0652.wav,video
我想看贝瓦儿歌的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0653.wav,video
合肥市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0654.wav,city
我想点播高迪的《Barcelona》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0655.wav,music
宜宾市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0656.wav,city
我想点播电视剧《一生一世》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0657.wav,video
我想点播胡夏的《我不怕黑夜》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0658.wav,music
我想听张国荣的《悲情城市》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0659.wav,music
台北市的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0660.wav,city
我想点播电视剧后窗,/home/v2129375/dataset/tts_audio_diff_ref/audio_0661.wav,video
我想点播苏思蓉的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0662.wav,music
上海市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0663.wav,city
我想点播马旭东的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0664.wav,music
我想点播妮妮猫儿歌上学的音乐视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0665.wav,video
永州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0666.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0667.wav,city
西宁市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0668.wav,city
我想看上海滩的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0669.wav,video
临汾市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0670.wav,city
宿迁市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0671.wav,city
齐齐哈尔天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0672.wav,city
我想看电视剧《一个人的武林》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0673.wav,video
兴义市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0674.wav,city
我想点播李恩雅的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0675.wav,music
我想点播流浪地球,/home/v2129375/dataset/tts_audio_diff_ref/audio_0676.wav,video
朔州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0677.wav,city
楚雄自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0678.wav,city
我想看点播视频《溜溜夜校生》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0679.wav,video
清远天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0680.wav,city
我想点播林芯仪的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0681.wav,music
怒江傈僳族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0682.wav,city
广元的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0683.wav,city
我想点播杜鹤的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0684.wav,music
我想点播电视剧苏菲亚小公主,/home/v2129375/dataset/tts_audio_diff_ref/audio_0685.wav,video
聊城今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0686.wav,city
我想点播赵鹏的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0687.wav,music
我想点播电视剧绝地生机,/home/v2129375/dataset/tts_audio_diff_ref/audio_0688.wav,video
我想点播电视剧未来背后,/home/v2129375/dataset/tts_audio_diff_ref/audio_0689.wav,video
忻州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0690.wav,city
淮安的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0691.wav,city
我想看电视剧心跳,/home/v2129375/dataset/tts_audio_diff_ref/audio_0692.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0693.wav,city
我想点播吴奇隆的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0694.wav,music
巴中市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0695.wav,city
泸州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0696.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0697.wav,city
我想点播刘柏言的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0698.wav,music
乌海市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0699.wav,city
鹤岗的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0700.wav,city
我想听东森幼幼主持人的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0701.wav,music
我想点播猪猪侠的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0702.wav,music
我想看狄仁杰的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0703.wav,video
我想看电视剧数鸭歌,/home/v2129375/dataset/tts_audio_diff_ref/audio_0704.wav,video
我想点播阿兰的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0705.wav,music
我想点播陈磊的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0706.wav,music
哈尔滨的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0707.wav,city
达州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0708.wav,city
我想点播电视剧真假公主,/home/v2129375/dataset/tts_audio_diff_ref/audio_0709.wav,video
我想点播张杰的歌曲,/home/v2129375/dataset/tts_audio_diff_ref/audio_0710.wav,music
我想看长城的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0711.wav,video
厦门今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0712.wav,city
我想点播高安云菲菲的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0713.wav,music
我想点播周震南的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0714.wav,music
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0715.wav,city
呼伦贝尔的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0716.wav,city
我想点播电视剧少年湃,/home/v2129375/dataset/tts_audio_diff_ref/audio_0717.wav,video
我想点播电视剧亮剑,/home/v2129375/dataset/tts_audio_diff_ref/audio_0718.wav,video
我想点播温岚的音乐。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0719.wav,music
我想听赵雷的《雷》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0720.wav,music
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0721.wav,city
我想点播黄子龙的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0722.wav,music
我想看小龙人。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0723.wav,video
泰安的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0724.wav,city
我想看点播视频汪汪队,/home/v2129375/dataset/tts_audio_diff_ref/audio_0725.wav,video
我想点播范晓萱的《我爱你》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0726.wav,music
我想点播林道华的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0727.wav,music
广州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0728.wav,city
我想点播晓花的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0729.wav,music
石家庄的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0730.wav,city
安庆今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0731.wav,city
盐城的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0732.wav,city
我想点播蔡依林的歌曲,/home/v2129375/dataset/tts_audio_diff_ref/audio_0733.wav,music
我想点播金智贤的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0734.wav,music
滁州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0735.wav,city
湘西州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0736.wav,city
那曲地区的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0737.wav,city
我想点播牛奶咖啡梁晓雪的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0738.wav,music
我想看电视剧那年花开月正圆,/home/v2129375/dataset/tts_audio_diff_ref/audio_0739.wav,video
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0740.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0741.wav,city
肇庆的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0742.wav,city
我想点播电视剧《地牢少女》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0743.wav,video
我想看费城故事的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0744.wav,video
钦州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0745.wav,city
我想看海尔兄弟的电影,/home/v2129375/dataset/tts_audio_diff_ref/audio_0746.wav,video
天津今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0747.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0748.wav,city
我想看《捉妖记》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0749.wav,video
镇江市今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0750.wav,city
我想点播刘迪的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0751.wav,music
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0752.wav,city
漯河市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0753.wav,city
襄阳今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0754.wav,city
我想点播郑展伦的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0755.wav,music
我想点播电视剧《红日》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0756.wav,video
无锡的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0757.wav,city
北京今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0758.wav,city
五家渠市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0759.wav,city
泸州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0760.wav,city
我想听徐仁国的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0761.wav,music
我想点播雷军的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0762.wav,music
我想看电视剧杀无赦,/home/v2129375/dataset/tts_audio_diff_ref/audio_0763.wav,video
我想看电视剧热雪,/home/v2129375/dataset/tts_audio_diff_ref/audio_0764.wav,video
凉山州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0765.wav,city
新北市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0766.wav,city
我想看《沙家浜》电视剧,/home/v2129375/dataset/tts_audio_diff_ref/audio_0767.wav,video
我想看电视剧钱塘老娘舅,/home/v2129375/dataset/tts_audio_diff_ref/audio_0768.wav,video
襄阳市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0769.wav,city
我想听陈慧娴的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0770.wav,music
我想点播蔡健雅的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0771.wav,music
台南市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0772.wav,city
我想点播刘果林的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0773.wav,music
六盘水的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0774.wav,city
我想点播小蓓蕾的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0775.wav,music
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0776.wav,city
金昌市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0777.wav,city
阿坝州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0778.wav,city
鹤壁市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0779.wav,city
岳阳市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0780.wav,city
渭源的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0781.wav,city
九江的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0782.wav,city
我想看电视剧窈窕淑女,/home/v2129375/dataset/tts_audio_diff_ref/audio_0783.wav,video
我想点播饶海林的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0784.wav,music
我想点播五月天的《心之所向》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0785.wav,music
我想看电视剧无言无语,/home/v2129375/dataset/tts_audio_diff_ref/audio_0786.wav,video
我想点播电视剧大秦帝国,/home/v2129375/dataset/tts_audio_diff_ref/audio_0787.wav,video
上海今天的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0788.wav,city
嘉兴市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0789.wav,city
果洛藏族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0790.wav,city
甘孜自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0791.wav,city
我想点播电视剧《小白兔白又白》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0792.wav,video
我想点播崔健的《崔健》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0793.wav,music
福州市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0794.wav,city
深圳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0795.wav,city
我想点播电视剧《马耳他之鹰》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0796.wav,video
我想看哥斯拉的电影,/home/v2129375/dataset/tts_audio_diff_ref/audio_0797.wav,video
我想看蓝精灵的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0798.wav,video
我想点播仓持明日香的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0799.wav,music
我想点播晏雨冰的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0800.wav,music
我想看电影男儿当自强,/home/v2129375/dataset/tts_audio_diff_ref/audio_0801.wav,video
邯郸市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0802.wav,city
我想看电视剧妈妈向前冲冲冲,/home/v2129375/dataset/tts_audio_diff_ref/audio_0803.wav,video
临夏回族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0804.wav,city
黔南州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0805.wav,city
我想看电影《无人之境》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0806.wav,video
我想点播电视剧《春日对对碰》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0807.wav,video
遵义市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0808.wav,city
嘉峪关的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0809.wav,city
贵阳的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0810.wav,city
常州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0811.wav,city
我想点播鹿晗的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0812.wav,music
宜昌市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0813.wav,city
我想点播和田薫的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0814.wav,music
我想看电视剧数鸭子,/home/v2129375/dataset/tts_audio_diff_ref/audio_0815.wav,video
我想点播林妙可的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0816.wav,music
我想点播任妙音的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0817.wav,music
海西自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0818.wav,city
我想点播唐古的《无言的爱》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0819.wav,music
兰州的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0820.wav,city
芜湖的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0821.wav,city
我想看点播视频《野花》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0822.wav,video
信阳市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0823.wav,city
我想点播《战狼2》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0824.wav,video
澳门的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0825.wav,city
我想点播《星球大战》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0826.wav,video
我想看高能医少的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0827.wav,video
我想点播苏挽颜墨雪的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0828.wav,music
我想点播小马过河。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0829.wav,video
我想点播方大同的《我爱你》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0830.wav,music
绵阳的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0831.wav,city
我想看电视剧臭屁虫,/home/v2129375/dataset/tts_audio_diff_ref/audio_0832.wav,video
遂宁的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0833.wav,city
我想看电视剧兽医杜立德,/home/v2129375/dataset/tts_audio_diff_ref/audio_0834.wav,video
我想看电影《飞翔的牧师》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0835.wav,video
我想看第三类接触的点播视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0836.wav,video
我想点播电视剧《发条橙》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0837.wav,video
我想点播鹏泊的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0838.wav,music
崇左的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0839.wav,city
我想点播苏打绿的音乐,/home/v2129375/dataset/tts_audio_diff_ref/audio_0840.wav,music
我想点播胡静的《我爱你》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0841.wav,music
我想点播陈粒的《无忧无虑》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0842.wav,music
安康市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0843.wav,city
三明的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0844.wav,city
我想点播小五的《小五》,/home/v2129375/dataset/tts_audio_diff_ref/audio_0845.wav,music
抚州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0846.wav,city
黔西南布依族自治州的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0847.wav,city
我想看点播视频《猪的报复》。,/home/v2129375/dataset/tts_audio_diff_ref/audio_0848.wav,video
定西市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0849.wav,city
深圳的天气如何？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0850.wav,city
我想看爵士歌手的音乐视频,/home/v2129375/dataset/tts_audio_diff_ref/audio_0851.wav,video
我想点播电视剧情海生死恋,/home/v2129375/dataset/tts_audio_diff_ref/audio_0852.wav,video
我想点播莫扎特的交响曲,/home/v2129375/dataset/tts_audio_diff_ref/audio_0853.wav,video
宜宾的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0854.wav,city
晋城的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0855.wav,city
阳泉市的天气怎么样？,/home/v2129375/dataset/tts_audio_diff_ref/audio_0856.wav,city
我想看电视剧不可击败,/home/v2129375/dataset/tts_audio_diff_ref/audio_0857.wav,video
